Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months
4513-CXYIX,Female,73,Yes,0,Lake Elsinore,92532,33.705836,-117.318204,4,71
4514-GFCFI,Female,76,No,0,San Diego,92117,32.825086,-117.199424,0,16
4518-FZBSX,Male,57,Yes,2,Coulterville,95311,37.722127,-120.110174,4,42
4521-WFJAI,Male,52,No,0,Sacramento,95825,38.590035,-121.412455,0,56
4521-YEEHE,Female,23,Yes,0,Anaheim,92805,33.830209,-117.906099,8,18
4522-AKYLR,Female,68,No,0,Chino Hills,91709,33.942895,-117.725644,0,13
4522-XRWWI,Male,30,Yes,0,Manton,96059,40.426679,-121.850421,1,42
4523-WXCEF,Female,21,Yes,0,San Jose,95129,37.305622,-122.000887,4,59
4524-QCSSM,Male,39,No,0,Encino,91436,34.152875,-118.486056,0,26
4525-VZCZG,Male,58,No,1,Vernalis,95385,37.609095,-121.263381,0,54
4526-EXKKN,Male,27,No,0,Rio Nido,95471,38.522328,-122.97932,0,40
4526-RMTLL,Male,32,Yes,1,Maywood,90270,33.988572,-118.186565,0,8
4526-ZJJTM,Female,72,Yes,0,San Mateo,94403,37.538309,-122.305109,1,25
4529-CKBCL,Female,51,No,0,Ventura,93001,34.360261,-119.306383,0,2
4530-NDRKU,Female,31,Yes,3,Auburn,95603,38.912881,-121.082766,4,42
4531-AUZNK,Female,21,Yes,1,Oakland,94610,37.808731,-122.238708,2,51
4534-WGCIR,Female,56,Yes,2,Covina,91723,34.084747,-117.886844,1,58
4536-PLEQY,Male,44,Yes,0,Los Angeles,90058,34.001617,-118.222274,1,12
4537-CIBHB,Female,59,Yes,3,Arvin,93203,35.116307,-118.817644,10,9
4537-DKTAL,Female,26,No,0,Darwin,93522,36.319181,-117.593053,0,2
4538-WNTMJ,Female,39,Yes,0,Isleton,95641,38.154823,-121.601358,0,46
4541-RMRLG,Male,53,No,0,Hayward,94541,37.674002,-122.076796,0,7
4544-RXFMG,Male,48,Yes,2,North San Juan,95960,39.423046,-120.984472,1,8
4546-FOKWR,Female,35,No,0,Los Gatos,95032,37.233034,-121.947427,0,16
4547-FZJWE,Male,24,Yes,0,Forest Falls,92339,34.067699,-116.903891,5,55
4547-KQRTM,Female,60,No,0,Eldridge,95431,38.348884,-122.51699,0,10
4547-LYTDD,Female,35,No,0,North Hollywood,91601,34.1692,-118.372498,0,16
4548-SDBKE,Female,26,No,0,San Dimas,91773,34.102119,-117.815532,0,5
4549-ZDQYY,Female,35,No,0,Torrance,90505,33.807882,-118.347957,0,52
4550-EVXNY,Female,52,No,0,San Francisco,94115,37.786031,-122.437301,0,1
4550-VBOFE,Male,69,Yes,0,Soulsbyville,95372,37.990574,-120.261821,1,70
4553-DVPZG,Female,30,Yes,0,Daly City,94015,37.680844,-122.48131,10,62
4554-YGZIH,Male,75,Yes,0,Summerland,93067,34.420998,-119.60137,3,49
4558-CGYCZ,Male,20,No,0,San Fernando,91340,34.286131,-118.435969,0,4
4558-FANTW,Female,30,Yes,0,Fair Oaks,95628,38.652065,-121.25441,1,17
4559-UWIHT,Male,37,Yes,0,Atascadero,93422,35.453912,-120.69461,8,14
4560-WQAQW,Female,62,No,0,Mount Laguna,91948,32.830852,-116.444601,0,59
4565-EVZMJ,Female,55,No,0,San Diego,92128,33.000269,-117.072093,0,47
4565-NLZBV,Female,33,Yes,0,Kneeland,95549,40.664483,-123.865325,5,71
4566-GOLUK,Male,43,Yes,0,Rosemead,91770,34.065108,-118.082791,1,47
4566-NECEV,Male,40,No,0,Palos Verdes Peninsula,90274,33.788208,-118.404955,0,5
4566-QVRRW,Female,41,Yes,0,Witter Springs,95493,39.222323,-122.985488,1,11
4567-AKPIA,Female,28,Yes,2,Canyon Dam,95923,40.171312,-121.120605,3,41
4568-KNYWR,Male,56,No,0,Fullerton,92831,33.879983,-117.895482,0,52
4568-TTZRT,Male,36,No,0,Auburn,95602,38.99003,-121.114408,0,9
4570-QHXHL,Female,48,No,0,Santa Ana,92704,33.719869,-117.907063,0,9
4572-DVCGN,Female,40,No,0,San Diego,92122,32.85723,-117.209774,0,10
4573-JKNAE,Male,44,No,3,Los Angeles,90032,34.078821,-118.177576,0,12
4576-CSAJH,Male,22,No,0,San Diego,92121,32.898613,-117.202937,0,22
4578-PHJYZ,Male,45,Yes,2,Orland,95963,39.748037,-122.302169,9,52
4580-TMHJU,Female,57,Yes,0,Avenal,93204,35.916943,-120.129921,3,43
4581-LNWUM,Female,47,No,0,San Pablo,94806,37.980269,-122.342635,0,13
4581-SSPWD,Female,63,No,0,Mountain View,94040,37.380662,-122.086022,0,3
4583-PARNH,Male,66,Yes,0,Kerman,93630,36.727418,-120.123526,1,16
4584-LBNMK,Male,79,Yes,0,Portola,96122,39.786755,-120.445626,5,45
4585-HETAI,Female,25,Yes,0,Huntington Park,90255,33.97803,-118.217141,5,4
4587-NUKOX,Female,60,No,0,Walnut,91789,34.018354,-117.85492,0,3
4587-VVTOX,Female,23,Yes,0,Frazier Park,93222,34.907911,-119.234281,1,6
4588-YBNIB,Female,24,No,0,Fremont,94539,37.516791,-121.899117,0,1
4589-IUAJB,Male,36,Yes,0,Garden Grove,92843,33.764018,-117.931507,1,70
4592-IWTJI,Female,46,Yes,2,Homewood,96141,39.117018,-120.212535,1,3
4597-ELFTS,Male,57,No,0,Glendale,91206,34.162515,-118.203869,0,56
4597-NUCQV,Male,65,No,0,Oakland,94601,37.776523,-122.219268,0,24
4598-XLKNJ,Female,78,Yes,1,Inglewood,90303,33.936291,-118.332639,1,25
4598-ZADCK,Female,34,No,0,Hopland,95449,38.93706,-123.118111,0,53
4603-JANFB,Male,51,No,0,Glencoe,95232,38.358464,-120.579304,0,1
4607-CHPCA,Male,63,Yes,0,San Martin,95046,37.084697,-121.606417,1,25
4608-LCIMN,Male,45,Yes,3,Pismo Beach,93449,35.165668,-120.655842,1,8
4609-KNNWG,Female,36,Yes,3,Dunnigan,95937,38.931425,-121.946081,1,27
4611-ANLQC,Female,31,Yes,0,Castro Valley,94552,37.722727,-122.02157,7,60
4612-SSVHJ,Female,74,No,0,Yermo,92398,35.013299,-116.834092,0,20
4612-THJBS,Female,68,No,0,Terra Bella,93270,35.939068,-119.043666,0,56
4614-NUVZD,Female,53,No,0,Anaheim,92807,33.848733,-117.788357,0,1
4615-PIVVU,Female,33,No,0,Ludlow,92338,34.702766,-116.093376,0,42
4616-EWBNJ,Female,23,No,0,Los Angeles,90042,34.11572,-118.192754,0,16
4616-ULAOA,Female,33,Yes,2,Escondido,92029,33.079834,-117.134275,1,65
4619-EVPHY,Female,65,Yes,0,Lamont,93241,35.245035,-118.905553,2,20
4622-YNKIJ,Male,59,No,0,Norwalk,90650,33.905963,-118.08263,0,33
4623-ZKHLY,Male,43,Yes,0,Ontario,91762,34.057256,-117.667677,1,22
4625-EWPTF,Male,55,No,0,Pasadena,91104,34.165383,-118.123752,0,8
4625-LAMOB,Male,36,No,0,Fresno,93705,36.78724,-119.827813,0,44
4625-XMOYM,Female,37,Yes,1,Annapolis,95412,38.731055,-123.316553,8,72
4626-GYCZP,Male,60,No,0,Eureka,95503,40.737431,-124.108897,0,7
4626-OZDTJ,Female,35,Yes,0,Wildomar,92595,33.617108,-117.253349,10,51
4627-MIHJH,Female,72,No,0,Stockton,95210,38.033219,-121.297433,0,69
4628-CTTLA,Male,23,No,0,Sanger,93657,36.819628,-119.440414,0,57
4628-WQCQQ,Male,37,No,0,Whittier,90603,33.945318,-117.992066,0,35
4629-NRXKX,Female,47,Yes,0,El Monte,91731,34.079934,-118.046695,1,2
4631-OACRM,Male,78,No,0,Lake Forest,92630,33.644849,-117.684254,0,15
4632-PAOYU,Male,37,Yes,1,Anaheim,92808,33.850452,-117.726668,1,22
4632-XJMEX,Male,20,No,2,Fresno,93650,36.841655,-119.797113,0,53
4633-MKHYU,Female,23,No,0,San Diego,92109,32.787836,-117.232376,0,9
4634-JLRJT,Female,30,No,0,Ontario,91764,34.074087,-117.605618,0,1
4635-EJYPD,Male,39,Yes,1,Tomales,94971,38.240769,-122.901041,2,32
4636-JGAAI,Male,28,Yes,0,San Jose,95120,37.186141,-121.843554,10,34
4636-OLWOE,Male,20,No,2,Fortuna,95540,40.584991,-124.121504,0,54
4636-QRJKY,Female,64,Yes,0,Idyllwild,92549,33.755039,-116.741796,1,6
4636-TVXVG,Male,28,Yes,2,Woodacre,94973,38.005839,-122.638155,9,62
4640-UHDOS,Female,60,Yes,0,Phelan,92371,34.441123,-117.537886,3,13
4641-FROLU,Female,49,Yes,1,La Honda,94020,37.285677,-122.224165,8,30
4644-OBGFZ,Male,43,Yes,3,San Francisco,94115,37.786031,-122.437301,5,55
4644-PIZRT,Male,36,Yes,3,Long Barn,95335,38.109125,-120.078597,5,17
4646-QZXTF,Female,38,Yes,0,San Juan Bautista,95045,36.810568,-121.503022,4,7
4647-MUZON,Female,56,Yes,0,Port Hueneme,93041,34.110124,-119.100972,9,18
4647-XXZAM,Female,41,Yes,1,Los Angeles,90037,34.002642,-118.287596,1,6
4648-YPBTM,Male,35,No,0,Arcadia,91007,34.128284,-118.047732,0,53
4652-NNHNY,Male,32,Yes,0,Fellows,93224,35.215731,-119.57013,1,16
4652-ODEVH,Male,43,Yes,3,Dutch Flat,95714,39.197215,-120.83679,10,45
4654-DLAMQ,Female,69,Yes,0,Warner Springs,92086,33.323705,-116.626907,9,64
4654-GGUII,Female,28,No,0,Smartville,95977,39.176595,-121.291692,0,18
4654-ULTTN,Male,34,Yes,0,Fillmore,93015,34.408161,-118.865111,9,70
4656-CAURT,Male,57,No,0,Phillipsville,95559,40.184094,-123.745487,0,69
4657-FWVFY,Female,51,Yes,2,Kings Beach,96143,39.246654,-120.029273,4,40
4658-HCOHW,Female,52,Yes,0,Redwood Valley,95470,39.298065,-123.25211,1,21
4659-NZRUF,Female,64,No,0,Oakland,94609,37.834341,-122.26437,0,19
4660-IRIBM,Male,32,Yes,1,Crows Landing,95313,37.435664,-121.049056,1,18
4661-NJEUX,Male,42,No,0,Portola Valley,94028,37.369709,-122.215844,0,1
4662-EKDPQ,Male,44,No,0,San Diego,92121,32.898613,-117.202937,0,2
4664-NJCMS,Female,52,Yes,0,San Francisco,94133,37.802071,-122.411004,7,33
4667-OHGKG,Male,61,No,0,Summerland,93067,34.420998,-119.60137,0,1
4667-QONEA,Female,72,Yes,0,Los Angeles,90064,34.037251,-118.423573,9,60
4670-TABXH,Male,53,Yes,0,Hawthorne,90250,33.914775,-118.348083,6,72
4671-LXRDQ,Male,44,No,0,Salyer,95563,40.89866,-123.539754,0,2
4671-VJLCL,Female,36,No,0,Los Angeles,90046,34.108455,-118.362081,0,63
4672-FOTSD,Male,54,No,0,Dorris,96023,41.949216,-122.050062,0,12
4673-KKSLS,Female,56,No,0,Oakland,94605,37.758019,-122.138678,0,31
4674-HGNUA,Male,57,Yes,3,Petrolia,95558,40.274302,-124.210902,6,71
4676-MQUEA,Male,80,Yes,0,Laguna Beach,92651,33.570023,-117.773669,9,50
4676-WLUHT,Male,51,No,0,Darwin,93522,36.319181,-117.593053,0,54
4678-DVQEO,Female,41,No,0,Bass Lake,93604,37.458367,-119.345011,0,1
4680-KUTAJ,Female,73,No,0,Beverly Hills,90212,34.062095,-118.401508,0,11
4682-BLBUC,Male,19,Yes,0,La Crescenta,91214,34.239636,-118.245259,1,44
4683-WYDOU,Male,54,Yes,0,Rancho Palos Verdes,90275,33.753146,-118.367459,8,62
4685-ERGHK,Male,45,No,0,Gasquet,95543,41.867908,-123.794144,0,57
4685-TFLLS,Male,39,Yes,3,Spreckels,93962,36.624641,-121.647195,1,18
4686-GEFRM,Male,23,Yes,0,Pioneertown,92268,34.201108,-116.593456,5,70
4686-UXDML,Female,24,No,0,Cutler,93615,36.497895,-119.285484,0,21
4690-LLKUA,Male,68,No,0,San Diego,92130,32.957195,-117.202542,0,17
4690-PKDQG,Female,66,Yes,0,San Diego,92102,32.716007,-117.117462,3,42
4692-NNQRU,Female,49,Yes,0,Cloverdale,95425,38.801936,-122.938935,7,21
4693-VWVBO,Female,60,No,0,Valley Springs,95252,38.156971,-120.849231,0,3
4694-PHWFW,Female,26,No,3,San Francisco,94105,37.789168,-122.395009,0,8
4695-VADHF,Male,53,Yes,0,Oakland,94606,37.792489,-122.244314,1,18
4695-WJZUE,Female,68,No,0,Irvine,92606,33.703976,-117.824172,0,2
4697-LUPSU,Male,22,Yes,0,Grover Beach,93433,35.120833,-120.61843,6,2
4698-KVLLG,Female,66,No,0,San Quentin,94964,37.942551,-122.491642,0,51
4700-UBQMV,Male,42,Yes,3,Stockton,95206,37.902422,-121.440029,6,21
4701-AHWMW,Male,30,Yes,0,Susanville,96130,40.559177,-120.612113,1,55
4701-LKOZD,Female,64,No,0,Foresthill,95631,39.031876,-120.811141,0,70
4701-MLJPN,Male,60,No,0,Fresno,93702,36.739385,-119.753649,0,31
4702-HDRKD,Male,30,No,0,Knights Landing,95645,38.875508,-121.765866,0,67
4702-IOQDC,Female,58,No,0,Gustine,95322,37.147198,-121.120161,0,1
4703-MQYKT,Male,43,No,0,Escondido,92025,33.081478,-117.033814,0,21
4704-ERYFC,Female,19,Yes,0,Knights Landing,95645,38.875508,-121.765866,1,22
4706-AXVKM,Female,78,No,0,Stevenson Ranch,91381,34.364153,-118.615583,0,11
4706-DGAHW,Male,73,No,0,California Hot Springs,93207,35.865795,-118.69759,0,1
4707-MAXGU,Male,36,Yes,0,Canyon Country,91351,34.422519,-118.420717,1,72
4707-YNOQA,Female,57,Yes,1,Burnt Ranch,95527,40.854512,-123.450097,6,34
4709-LKHYG,Female,23,Yes,0,Tarzana,91356,34.157137,-118.548511,6,29
4710-FDUIZ,Male,50,Yes,0,Santa Ana,92707,33.714829,-117.872941,2,56
4710-NKCAW,Male,42,Yes,2,El Cajon,92019,32.785165,-116.862648,7,5
4712-AUQZO,Male,53,No,0,Pinole,94564,37.996462,-122.293716,0,18
4712-UYOOI,Female,21,Yes,3,Santa Cruz,95060,36.993451,-122.098858,4,20
4713-LZDRV,Female,80,No,0,Malibu,90263,34.037037,-118.705803,0,2
4713-ZBURT,Male,33,No,2,Brisbane,94005,37.684694,-122.40712,0,45
4716-HHKQH,Male,68,Yes,0,Pomona,91767,34.083086,-117.737997,3,20
4716-MRVEN,Female,30,No,0,Parlier,93648,36.622237,-119.521126,0,29
4717-GHADL,Female,39,No,0,Callahan,96014,41.388397,-122.794636,0,50
4718-DHSMV,Female,22,No,0,Llano,93544,34.500091,-117.765862,0,11
4718-WXBGI,Male,21,Yes,1,Twain Harte,95383,38.107441,-120.230625,1,72
4719-UMSIY,Male,52,No,2,Lake Arrowhead,92352,34.2565,-117.19335,0,6
4720-VSTSI,Female,54,No,0,Monterey Park,91754,34.050322,-118.147037,0,44
4723-BEGSG,Male,35,Yes,0,Corona,92881,33.833686,-117.513063,1,72
4724-WXVWF,Male,28,No,0,Earp,92242,34.137742,-114.36514,0,48
4726-DLWQN,Male,69,No,0,Live Oak,95953,39.258746,-121.77697,0,50
4727-MCYZG,Male,23,No,0,Union City,94587,37.59485,-122.051521,0,1
4729-XKASR,Male,56,No,3,San Jose,95123,37.238758,-121.828375,0,1
4730-AWNAU,Male,59,Yes,0,Lower Lake,95457,38.925545,-122.549083,7,36
4732-RRJZC,Male,31,Yes,1,Bridgeville,95526,40.372532,-123.525626,9,7
4735-ASGMA,Male,55,No,0,Carnelian Bay,96140,39.227434,-120.091806,0,26
4735-BJKOU,Female,33,No,0,Los Angeles,90039,34.110845,-118.259595,0,40
4737-AQCPU,Male,39,Yes,0,Los Angeles,90022,34.02381,-118.156582,5,72
4737-HOBAX,Male,51,Yes,0,Penngrove,94951,38.325599,-122.642352,5,63
4741-WWJQZ,Female,49,Yes,0,Forestville,95436,38.499302,-122.92444,0,2
4742-DRORA,Male,59,Yes,0,Mecca,92254,33.543835,-115.993906,5,60
4742-TXUEX,Female,24,Yes,3,Rialto,92376,34.109775,-117.378904,1,47
4745-LSPLO,Male,22,No,0,San Diego,92111,32.805518,-117.169052,0,1
4747-LCAQL,Male,28,No,0,Los Angeles,90037,34.002642,-118.287596,0,25
4749-OJKQU,Female,36,No,0,San Jose,95132,37.424655,-121.74841,0,4
4749-VFKVB,Female,47,No,0,Inverness,94937,38.099323,-122.945723,0,1
4750-UKWJK,Female,77,Yes,0,Gilroy,95020,37.03889,-121.528955,1,37
4750-ZRXIU,Female,68,No,0,Palo Alto,94304,37.386978,-122.177746,0,4
4751-ERMAN,Male,43,Yes,0,Gazelle,96034,41.411315,-122.697236,7,72
4753-PADAS,Female,23,Yes,0,Bieber,96009,41.083464,-121.107929,2,67
4759-PXTAN,Female,34,Yes,0,Potter Valley,95469,39.408634,-123.045516,7,59
4759-TRPLW,Male,40,No,0,Long Beach,90822,33.778436,-118.118648,0,1
4760-THGOT,Female,33,Yes,0,San Jose,95134,37.42765,-121.945416,9,43
4760-XOHVN,Female,54,Yes,2,Myers Flat,95554,40.267158,-123.805913,1,1
4763-PGDPO,Female,19,No,0,Sacramento,95831,38.494832,-121.529447,0,4
4765-OXPPD,Female,20,Yes,0,Ventura,93003,34.279221,-119.221437,1,9
4767-HZZHQ,Male,32,Yes,3,Redondo Beach,90277,33.830453,-118.384565,5,30
4770-QAZXN,Female,42,No,0,Tomales,94971,38.240769,-122.901041,0,13
4770-UEZOX,Male,19,No,0,Fallbrook,92028,33.362575,-117.299644,0,2
4774-HHGGS,Male,64,Yes,0,Janesville,96114,40.294034,-120.512622,1,30
4776-XSKYQ,Female,48,Yes,1,Laguna Hills,92653,33.606899,-117.717854,4,12
4778-IZARL,Male,46,Yes,0,New Cuyama,93254,34.956577,-119.750142,8,63
4779-ZGICK,Male,39,Yes,1,Los Angeles,90057,34.061918,-118.277939,0,48
4781-ZXYGU,Male,25,Yes,2,Sausalito,94965,37.848641,-122.515692,7,1
4782-OSFXZ,Female,72,Yes,0,Lodi,95242,38.128087,-121.4078,1,71
4785-FCIFB,Female,20,Yes,0,Forest Falls,92339,34.067699,-116.903891,10,61
4785-NKHCX,Male,65,No,0,O Neals,93645,37.140104,-119.657092,0,5
4785-QRJHC,Male,80,Yes,0,San Francisco,94132,37.722302,-122.491129,1,46
4786-UKSNZ,Male,45,No,0,Clayton,94517,37.881842,-121.848111,0,1
4789-KWMXN,Male,42,Yes,0,Tuolumne,95379,37.939768,-120.188002,1,47
4791-QRGMF,Male,33,Yes,0,Miranda,95553,40.210895,-123.86,1,59
4795-KTRTH,Female,68,Yes,0,San Diego,92122,32.85723,-117.209774,1,5
4795-UXVCJ,Male,63,No,0,Gonzales,93926,36.52588,-121.396719,0,26
4795-WRNVT,Female,32,No,0,Pomona,91768,34.067932,-117.785168,0,40
4797-AXPXK,Female,64,No,2,Lompoc,93436,34.601055,-120.382917,0,1
4797-MIWUM,Male,22,Yes,3,Goleta,93117,34.489983,-120.091246,0,7
4800-CZMPC,Female,24,Yes,0,Delano,93215,35.772244,-119.209689,1,48
4800-VHZKI,Female,59,No,0,San Diego,92122,32.85723,-117.209774,0,1
4801-JZAZL,Female,32,Yes,2,Angelus Oaks,92305,34.1678,-116.86433,1,11
4801-KFYKL,Male,28,No,3,Granada Hills,91344,34.291273,-118.505104,0,8
4803-AXVYP,Female,75,No,0,Butte City,95920,39.449794,-121.936372,0,38
4803-LBYPN,Male,44,Yes,1,Orange,92868,33.787796,-117.875928,1,34
4804-NCPET,Male,32,Yes,3,Clearlake,95422,38.965804,-122.631779,3,19
4806-DXQCE,Female,77,Yes,0,Santa Monica,90404,34.026334,-118.474222,7,70
4806-HIPDW,Female,64,Yes,0,Calimesa,92320,33.982787,-117.057627,1,1
4806-KEXQR,Male,27,No,0,Lockeford,95237,38.166791,-121.14207,0,4
4807-IZYOZ,Female,25,No,0,North Palm Springs,92258,33.906496,-116.569499,0,51
4808-YNLEU,Female,51,Yes,0,Maywood,90270,33.988572,-118.186565,1,35
4811-JBUVU,Male,62,No,0,Sherman Oaks,91423,34.146957,-118.432138,0,30
4813-HQMGZ,Female,54,Yes,0,Ducor,93218,35.846067,-119.004073,4,8
4815-GBTCD,Female,55,Yes,0,Wishon,93669,37.287758,-119.548156,1,4
4815-TUMEQ,Female,25,No,0,Lynwood,90262,33.923573,-118.200669,0,10
4815-YOSUK,Male,22,Yes,2,Aliso Viejo,92656,33.571259,-117.731917,9,72
4816-JBHOV,Male,72,No,0,Los Angeles,90044,33.952714,-118.292061,0,2
4816-LXZYW,Female,51,No,0,Long Beach,90810,33.819814,-118.222416,0,23
4816-OKWNX,Male,38,Yes,1,Los Angeles,90034,34.030578,-118.399613,2,50
4817-KEQSP,Female,43,Yes,2,Temecula,92592,33.507255,-117.029473,2,71
4817-QRJSX,Female,46,No,0,Clovis,93612,36.814539,-119.711868,0,10
4817-VYYWS,Female,21,No,0,Silverado,92676,33.782346,-117.635263,0,30
4818-DRBQT,Male,29,Yes,0,Farmersville,93223,36.29878,-119.201028,1,29
4818-QIUFN,Female,69,No,0,Desert Hot Springs,92241,33.832799,-116.250973,0,20
4819-HJPIW,Male,32,No,0,Avery,95224,38.208336,-120.339938,0,18
4821-SJHJV,Female,25,Yes,3,Calipatria,92233,33.143826,-115.497485,6,32
4821-WQOYN,Female,25,Yes,2,Little River,95456,39.245911,-123.77214,6,72
4822-LPTYJ,Male,38,Yes,0,Los Angeles,90021,34.029043,-118.239504,8,72
4822-NGOCH,Female,60,No,0,Sacramento,95831,38.494832,-121.529447,0,13
4822-RVYBB,Male,75,No,0,Berkeley,94704,37.871416,-122.246597,0,8
4822-YCXMX,Male,64,No,0,Fresno,93705,36.78724,-119.827813,0,25
4824-GUCBY,Female,77,No,0,San Francisco,94127,37.736535,-122.45732,0,22
4825-FUREZ,Male,49,Yes,0,San Jose,95148,37.339533,-121.777179,10,42
4825-XJGDM,Female,59,No,0,Mccloud,96057,41.251322,-122.105209,0,61
4826-DXMUP,Male,23,No,2,Mountain View,94041,37.388349,-122.075299,0,35
4826-TZEVA,Female,50,No,0,O Neals,93645,37.140104,-119.657092,0,40
4826-XTSOH,Male,66,Yes,0,Moss Landing,95039,36.863303,-121.781632,0,1
4827-DPADN,Female,28,Yes,3,Los Angeles,90032,34.078821,-118.177576,3,72
4827-LTQRJ,Female,70,Yes,2,Shasta,96087,40.617614,-122.512861,1,66
4827-USJHP,Male,45,No,0,Glendale,91208,34.195386,-118.238508,0,20
4828-FAZPK,Female,30,Yes,2,Inglewood,90301,33.956445,-118.358634,1,16
4829-AUOAX,Female,57,No,0,Los Angeles,90014,34.043144,-118.251977,0,46
4829-ZLJTK,Female,80,Yes,0,Penngrove,94951,38.325599,-122.642352,5,72
4830-FAXFM,Male,62,No,2,Korbel,95550,40.7666,-123.80458,0,19
4831-EOBFE,Male,43,Yes,0,Mountain Ranch,95246,38.264262,-120.515133,1,29
4832-VRBMR,Male,65,Yes,0,Parker Dam,92267,34.273872,-114.192901,1,65
4833-QTJNO,Male,66,Yes,0,Coulterville,95311,37.722127,-120.110174,10,67
4835-YSJMR,Male,59,No,0,Ceres,95307,37.553469,-120.952825,0,39
4836-WNFNO,Female,56,Yes,0,Los Angeles,90032,34.078821,-118.177576,7,72
4837-PZTIC,Female,54,No,0,Torrance,90504,33.867257,-118.330794,0,47
4837-QUSFT,Female,35,Yes,0,Oakley,94561,37.999406,-121.686241,8,65
4840-ORQXB,Female,67,No,0,Sierra Madre,91024,34.168686,-118.057505,0,56
4844-JJWUY,Female,65,No,0,San Francisco,94121,37.776718,-122.495781,0,1
4846-WHAFZ,Female,80,Yes,1,Whittier,90602,33.972119,-118.020188,1,37
4847-QNOKA,Female,30,No,0,Modesto,95355,37.672906,-120.946594,0,1
4847-TAJYI,Female,77,No,0,Chula Vista,91911,32.607964,-117.059459,0,6
4849-PYRLQ,Female,80,No,0,Fremont,94536,37.572273,-121.964583,0,56
4851-BQDNX,Male,56,Yes,1,Oxnard,93035,34.18454,-119.224666,5,40
4853-OITSN,Male,33,Yes,0,Oakland,94606,37.792489,-122.244314,8,5
4853-RULSV,Male,25,No,0,Miramonte,93641,36.696759,-119.024051,0,70
4854-CIDCF,Female,74,No,0,Los Angeles,90065,34.108833,-118.229715,0,3
4854-SSLTN,Male,49,Yes,4,Torrance,90502,33.833181,-118.292062,8,2
4855-SNKMY,Female,31,No,0,Los Angeles,90024,34.066303,-118.435479,0,1
4859-ZSRDZ,Female,58,Yes,0,Vacaville,95687,38.333133,-121.920151,1,58
4860-IJUDE,Male,34,No,0,Ripon,95366,37.750778,-121.13238,0,13
4860-YZGZM,Male,27,No,0,San Jose,95128,37.316146,-121.936285,0,10
4868-AADLV,Male,77,Yes,2,Durham,95938,39.607831,-121.777959,0,66
4869-EPIUS,Male,37,Yes,0,San Rafael,94901,37.972662,-122.491452,3,56
4871-JTKJF,Female,70,No,0,Selma,93662,36.545322,-119.642281,0,1
4872-JCVCA,Female,44,Yes,0,Desert Hot Springs,92241,33.832799,-116.250973,1,71
4872-VXRIL,Male,22,No,0,Lancaster,93536,34.741406,-118.38111,0,56
4873-ILOLJ,Male,64,No,0,Sunol,94586,37.587494,-121.862856,0,24
4877-EVATK,Male,30,No,0,Elk,95432,39.108252,-123.645121,0,1
4877-TSOFF,Female,41,Yes,3,Morongo Valley,92256,34.097863,-116.594561,7,55
4878-BUNFV,Male,59,Yes,1,Oakland,94621,37.750553,-122.197175,10,42
4879-GZLFH,Female,33,Yes,3,Buena Park,90621,33.874224,-117.993368,10,42
4881-GQJTW,Male,64,No,0,Taylorsville,95983,40.053684,-120.743116,0,14
4881-JVQOD,Male,73,Yes,3,Oxnard,93030,34.223244,-119.18012,1,10
4883-KCPZJ,Female,30,Yes,3,Deer Park,94576,38.554383,-122.474773,9,22
4883-QICIH,Male,37,Yes,0,Bodega Bay,94923,38.377165,-123.037957,1,32
4884-LEVMQ,Male,39,Yes,0,Valley Springs,95252,38.156971,-120.849231,10,39
4884-TVUQF,Female,80,No,0,Occidental,95465,38.415003,-122.998726,0,57
4884-ZTHVF,Female,80,No,0,Santa Cruz,95065,37.031404,-121.981865,0,8
4890-VMUAV,Male,46,No,0,Alpine,91901,32.827184,-116.703729,0,63
4891-NLUBA,Female,46,Yes,3,Paynes Creek,96075,40.343213,-121.815412,8,61
4892-VLANZ,Male,40,No,0,Colusa,95932,39.273096,-122.050763,0,1
4893-GYUJU,Female,29,No,0,Oregon House,95962,39.342587,-121.249833,0,50
4895-TMWIR,Male,79,Yes,0,San Diego,92122,32.85723,-117.209774,1,11
4896-CPRPF,Male,38,Yes,3,Valley Ford,94972,38.339996,-122.935056,1,35
4897-QSUYC,Female,42,No,0,Amboy,92304,34.559882,-115.637164,0,1
4900-MSOMT,Female,39,Yes,3,Carnelian Bay,96140,39.227434,-120.091806,7,72
4902-OHLSK,Female,76,No,0,Half Moon Bay,94019,37.45567,-122.407992,0,29
4903-CNOZC,Male,25,No,0,La Canada Flintridge,91011,34.234912,-118.153729,0,29
4903-UYAVB,Male,53,Yes,0,Lathrop,95330,37.80821,-121.308401,0,5
4905-JEFDW,Male,39,No,0,Palo Alto,94306,37.416159,-122.131337,0,11
4906-ZHGPK,Male,49,Yes,0,Los Angeles,90046,34.108455,-118.362081,3,54
4908-XAXAY,Female,70,No,0,Buttonwillow,93206,35.451402,-119.488413,0,49
4909-JOUPP,Male,76,Yes,0,Tahoma,96142,39.061227,-120.179546,5,72
4910-AQFFX,Male,30,Yes,0,Soulsbyville,95372,37.990574,-120.261821,1,9
4910-GMJOT,Female,56,No,0,San Francisco,94129,37.797526,-122.464531,0,1
4911-BANWH,Female,44,No,0,Sunland,91040,34.282704,-118.312929,0,31
4912-PIGUY,Female,44,No,0,Perris,92571,33.828289,-117.201666,0,1
