Customer ID,Customer Status,Churn Category,Churn Reason
4648-YPBTM,Stayed,None,None
4652-NNHNY,Churned,Other,Don't know
4652-ODEVH,Stayed,None,None
4654-DLAMQ,Stayed,None,None
4654-GGUII,Stayed,None,None
4654-ULTTN,Stayed,None,None
4656-CAURT,Stayed,None,None
4657-FWVFY,Stayed,None,None
4658-HCOHW,Churned,Competitor,Competitor had better devices
4659-NZRUF,Churned,Price,Long distance charges
4660-IRIBM,Stayed,None,None
4661-NJEUX,Joined,None,None
4662-EKDPQ,Churned,Competitor,Competitor made better offer
4664-NJCMS,Stayed,None,None
4667-OHGKG,Churned,Dissatisfaction,Service dissatisfaction
4667-QONEA,Stayed,None,None
4670-TABXH,Stayed,None,None
4671-LXRDQ,Churned,Competitor,Competitor had better devices
4671-VJLCL,Stayed,None,None
4672-FOTSD,Stayed,None,None
4673-KKSLS,Stayed,None,None
4674-HGNUA,Stayed,None,None
4676-MQUEA,Stayed,None,None
4676-WLUHT,Stayed,None,None
4678-DVQEO,Churned,Competitor,Competitor made better offer
4680-KUTAJ,Stayed,None,None
4682-BLBUC,Stayed,None,None
4683-WYDOU,Stayed,None,None
4685-ERGHK,Stayed,None,None
4685-TFLLS,Stayed,None,None
4686-GEFRM,Stayed,None,None
4686-UXDML,Stayed,None,None
4690-LLKUA,Churned,Competitor,Competitor made better offer
4690-PKDQG,Stayed,None,None
4692-NNQRU,Stayed,None,None
4693-VWVBO,Joined,None,None
4694-PHWFW,Stayed,None,None
4695-VADHF,Churned,Competitor,Competitor had better devices
4695-WJZUE,Churned,Competitor,Competitor had better devices
4697-LUPSU,Joined,None,None
4698-KVLLG,Stayed,None,None
4700-UBQMV,Stayed,None,None
4701-AHWMW,Churned,Attitude,Attitude of service provider
4701-LKOZD,Stayed,None,None
4701-MLJPN,Churned,Attitude,Attitude of support person
4702-HDRKD,Stayed,None,None
4702-IOQDC,Churned,Competitor,Competitor offered higher download speeds
4703-MQYKT,Stayed,None,None
4704-ERYFC,Churned,Competitor,Competitor offered higher download speeds
4706-AXVKM,Churned,Price,Extra data charges
4706-DGAHW,Joined,None,None
4707-MAXGU,Stayed,None,None
4707-YNOQA,Stayed,None,None
4709-LKHYG,Stayed,None,None
4710-FDUIZ,Churned,Competitor,Competitor offered more data
4710-NKCAW,Stayed,None,None
4712-AUQZO,Stayed,None,None
4712-UYOOI,Stayed,None,None
4713-LZDRV,Churned,Price,Long distance charges
4713-ZBURT,Stayed,None,None
4716-HHKQH,Stayed,None,None
4716-MRVEN,Stayed,None,None
4717-GHADL,Stayed,None,None
4718-DHSMV,Stayed,None,None
4718-WXBGI,Stayed,None,None
4719-UMSIY,Stayed,None,None
4720-VSTSI,Churned,Attitude,Attitude of support person
4723-BEGSG,Stayed,None,None
4724-WXVWF,Stayed,None,None
4726-DLWQN,Stayed,None,None
4727-MCYZG,Joined,None,None
4729-XKASR,Churned,Competitor,Competitor had better devices
4730-AWNAU,Stayed,None,None
4732-RRJZC,Stayed,None,None
4735-ASGMA,Churned,Competitor,Competitor had better devices
4735-BJKOU,Stayed,None,None
4737-AQCPU,Stayed,None,None
4737-HOBAX,Stayed,None,None
4741-WWJQZ,Joined,None,None
4742-DRORA,Stayed,None,None
4742-TXUEX,Stayed,None,None
4745-LSPLO,Churned,Attitude,Attitude of support person
4747-LCAQL,Stayed,None,None
4749-OJKQU,Stayed,None,None
4749-VFKVB,Churned,Other,Don't know
4750-UKWJK,Stayed,None,None
4750-ZRXIU,Churned,Competitor,Competitor had better devices
4751-ERMAN,Stayed,None,None
4753-PADAS,Stayed,None,None
4759-PXTAN,Stayed,None,None
4759-TRPLW,Churned,Competitor,Competitor had better devices
4760-THGOT,Stayed,None,None
4760-XOHVN,Churned,Competitor,Competitor made better offer
4763-PGDPO,Churned,Competitor,Competitor had better devices
4765-OXPPD,Churned,Competitor,Competitor offered more data
4767-HZZHQ,Stayed,None,None
4770-QAZXN,Stayed,None,None
4770-UEZOX,Joined,None,None
4774-HHGGS,Stayed,None,None
4776-XSKYQ,Stayed,None,None
4778-IZARL,Stayed,None,None
4779-ZGICK,Stayed,None,None
4781-ZXYGU,Joined,None,None
4782-OSFXZ,Stayed,None,None
4785-FCIFB,Stayed,None,None
4785-NKHCX,Stayed,None,None
4785-QRJHC,Churned,Competitor,Competitor offered higher download speeds
4786-UKSNZ,Churned,Competitor,Competitor made better offer
4789-KWMXN,Churned,Price,Price too high
4791-QRGMF,Churned,Competitor,Competitor offered more data
4795-KTRTH,Churned,Competitor,Competitor made better offer
4795-UXVCJ,Stayed,None,None
4795-WRNVT,Stayed,None,None
4797-AXPXK,Churned,Attitude,Attitude of service provider
4797-MIWUM,Stayed,None,None
4800-CZMPC,Churned,Attitude,Attitude of service provider
4800-VHZKI,Churned,Competitor,Competitor made better offer
4801-JZAZL,Stayed,None,None
4801-KFYKL,Stayed,None,None
4803-AXVYP,Churned,Dissatisfaction,Service dissatisfaction
4803-LBYPN,Stayed,None,None
4804-NCPET,Stayed,None,None
4806-DXQCE,Stayed,None,None
4806-HIPDW,Churned,Dissatisfaction,Limited range of services
4806-KEXQR,Churned,Competitor,Competitor had better devices
4807-IZYOZ,Stayed,None,None
4808-YNLEU,Stayed,None,None
4811-JBUVU,Stayed,None,None
4813-HQMGZ,Stayed,None,None
4815-GBTCD,Stayed,None,None
4815-TUMEQ,Stayed,None,None
4815-YOSUK,Stayed,None,None
4816-JBHOV,Churned,Competitor,Competitor offered more data
4816-LXZYW,Churned,Competitor,Competitor had better devices
4816-OKWNX,Stayed,None,None
4817-KEQSP,Stayed,None,None
4817-QRJSX,Churned,Attitude,Attitude of support person
4817-VYYWS,Churned,Dissatisfaction,Service dissatisfaction
4818-DRBQT,Churned,Attitude,Attitude of support person
4818-QIUFN,Churned,Attitude,Attitude of support person
4819-HJPIW,Stayed,None,None
4821-SJHJV,Stayed,None,None
4821-WQOYN,Stayed,None,None
4822-LPTYJ,Stayed,None,None
4822-NGOCH,Churned,Price,Long distance charges
4822-RVYBB,Churned,Attitude,Attitude of support person
4822-YCXMX,Churned,Price,Extra data charges
4824-GUCBY,Stayed,None,None
4825-FUREZ,Stayed,None,None
4825-XJGDM,Stayed,None,None
4826-DXMUP,Stayed,None,None
4826-TZEVA,Stayed,None,None
4826-XTSOH,Churned,Competitor,Competitor had better devices
4827-DPADN,Stayed,None,None
4827-LTQRJ,Stayed,None,None
4827-USJHP,Stayed,None,None
4828-FAZPK,Stayed,None,None
4829-AUOAX,Churned,Price,Extra data charges
4829-ZLJTK,Stayed,None,None
4830-FAXFM,Stayed,None,None
4831-EOBFE,Churned,Other,Don't know
4832-VRBMR,Stayed,None,None
4833-QTJNO,Stayed,None,None
4835-YSJMR,Stayed,None,None
4836-WNFNO,Stayed,None,None
4837-PZTIC,Stayed,None,None
4837-QUSFT,Stayed,None,None
4840-ORQXB,Stayed,None,None
4844-JJWUY,Churned,Competitor,Competitor made better offer
4846-WHAFZ,Churned,Price,Extra data charges
4847-QNOKA,Churned,Dissatisfaction,Lack of self-service on Website
4847-TAJYI,Stayed,None,None
4849-PYRLQ,Stayed,None,None
4851-BQDNX,Stayed,None,None
4853-OITSN,Stayed,None,None
4853-RULSV,Churned,Attitude,Attitude of service provider
4854-CIDCF,Joined,None,None
4854-SSLTN,Joined,None,None
4855-SNKMY,Churned,Competitor,Competitor made better offer
4859-ZSRDZ,Stayed,None,None
4860-IJUDE,Stayed,None,None
4860-YZGZM,Stayed,None,None
4868-AADLV,Stayed,None,None
4869-EPIUS,Stayed,None,None
4871-JTKJF,Churned,Attitude,Attitude of service provider
4872-JCVCA,Stayed,None,None
4872-VXRIL,Stayed,None,None
4873-ILOLJ,Churned,Competitor,Competitor had better devices
4877-EVATK,Churned,Attitude,Attitude of service provider
4877-TSOFF,Stayed,None,None
4878-BUNFV,Stayed,None,None
4879-GZLFH,Stayed,None,None
4881-GQJTW,Stayed,None,None
4881-JVQOD,Stayed,None,None
4883-KCPZJ,Stayed,None,None
4883-QICIH,Churned,Other,Don't know
4884-LEVMQ,Stayed,None,None
4884-TVUQF,Stayed,None,None
4884-ZTHVF,Stayed,None,None
4890-VMUAV,Stayed,None,None
4891-NLUBA,Stayed,None,None
4892-VLANZ,Churned,Price,Long distance charges
4893-GYUJU,Stayed,None,None
4895-TMWIR,Churned,Competitor,Competitor made better offer
4896-CPRPF,Stayed,None,None
4897-QSUYC,Churned,Attitude,Attitude of support person
4900-MSOMT,Stayed,None,None
4902-OHLSK,Churned,Attitude,Attitude of support person
4903-CNOZC,Stayed,None,None
4903-UYAVB,Churned,Competitor,Competitor made better offer
4905-JEFDW,Churned,Competitor,Competitor offered higher download speeds
4906-ZHGPK,Stayed,None,None
4908-XAXAY,Stayed,None,None
4909-JOUPP,Stayed,None,None
4910-AQFFX,Churned,Dissatisfaction,Network reliability
4910-GMJOT,Churned,Other,Don't know
4911-BANWH,Churned,Attitude,Attitude of support person
4912-PIGUY,Joined,None,None
4913-EHYUI,Churned,Competitor,Competitor offered higher download speeds
4915-BFSXL,Stayed,None,None
4918-FYJNT,Stayed,None,None
4918-QLLIW,Churned,Other,Don't know
4919-IKATY,Churned,Competitor,Competitor made better offer
4919-MOAVT,Churned,Competitor,Competitor offered higher download speeds
4922-CVPDX,Stayed,None,None
4923-ADWXJ,Stayed,None,None
4925-LMHOK,Churned,Dissatisfaction,Service dissatisfaction
4926-UMJZD,Stayed,None,None
4927-WWOOZ,Joined,None,None
4929-BSTRX,Churned,Price,Lack of affordable download/upload speed
4929-ROART,Stayed,None,None
4929-XIHVW,Joined,None,None
4931-TRZWN,Stayed,None,None
4933-BSAIP,Stayed,None,None
4933-IKULF,Stayed,None,None
4936-YPJNK,Stayed,None,None
4937-QPZPO,Stayed,None,None
4939-KYYPY,Stayed,None,None
4940-KHCWD,Stayed,None,None
4942-VZZOM,Stayed,None,None
4945-RVMTE,Stayed,None,None
4946-EDSEW,Churned,Attitude,Attitude of support person
4947-DSMXK,Stayed,None,None
4948-WBBKL,Stayed,None,None
4950-BDEUX,Stayed,None,None
4950-HKQTE,Stayed,None,None
4951-UKAAQ,Churned,Dissatisfaction,Network reliability
4952-YSOGZ,Churned,Competitor,Competitor made better offer
4955-VCWBI,Stayed,None,None
4957-SREEC,Stayed,None,None
4957-TIALW,Stayed,None,None
4957-TREIR,Joined,None,None
4958-GZWIY,Churned,Other,Don't know
4958-XCBDQ,Churned,Competitor,Competitor offered more data
4959-JOSRX,Churned,Price,Lack of affordable download/upload speed
4962-CHQPW,Stayed,None,None
4967-WPNCF,Stayed,None,None
4971-PUYQO,Churned,Competitor,Competitor made better offer
4973-MGTON,Stayed,None,None
4973-RLZVI,Stayed,None,None
4976-LNFVV,Stayed,None,None
4979-HPRFL,Stayed,None,None
4980-URKXC,Stayed,None,None
4981-FLTMF,Stayed,None,None
4983-CCWMC,Joined,None,None
4983-CLMLV,Stayed,None,None
4986-MXSFP,Joined,None,None
4987-GQWPO,Stayed,None,None
4988-IQIGL,Churned,Attitude,Attitude of support person
4989-LIXVT,Stayed,None,None
4990-ALDGW,Stayed,None,None
4992-LTJNE,Stayed,None,None
4993-JCRGJ,Stayed,None,None
4994-OBRSZ,Stayed,None,None
4998-IKFSE,Stayed,None,None
4999-IEZLT,Stayed,None,None
5002-GCQFH,Stayed,None,None
5003-OKNNK,Stayed,None,None
5003-XZWWO,Stayed,None,None
5006-MXVRN,Stayed,None,None
5010-IPEAQ,Stayed,None,None
5012-YSPJJ,Stayed,None,None
5013-SBUIH,Churned,Competitor,Competitor had better devices
5014-GSOUQ,Stayed,None,None
5014-WUQMG,Stayed,None,None
5016-ETTFF,Churned,Dissatisfaction,Service dissatisfaction
5016-IBERQ,Stayed,None,None
5016-LIPDW,Stayed,None,None
5018-GWURO,Stayed,None,None
5018-HEKFO,Stayed,None,None
5018-LXQQG,Stayed,None,None
5019-GQVCR,Stayed,None,None
5020-ZSTTY,Churned,Competitor,Competitor made better offer
5022-JNQEQ,Stayed,None,None
5022-KVDQT,Stayed,None,None
5025-GOOKI,Stayed,None,None
5027-QPKTE,Churned,Competitor,Competitor had better devices
5027-XWQHA,Churned,Dissatisfaction,Network reliability
5027-YOCXN,Stayed,None,None
5028-GZLDO,Churned,Dissatisfaction,Service dissatisfaction
5028-HTLJB,Churned,Price,Long distance charges
5032-MIYKT,Joined,None,None
5032-USPKF,Stayed,None,None
5035-BVCXS,Stayed,None,None
5035-PGZXH,Stayed,None,None
5038-ETMLM,Stayed,None,None
5039-LZRQT,Stayed,None,None
5043-TRZWM,Joined,None,None
5044-LRQAQ,Stayed,None,None
5044-XDPYX,Stayed,None,None
5046-NUHWD,Stayed,None,None
5047-LHVLY,Churned,Competitor,Competitor made better offer
5049-GLYVG,Churned,Price,Long distance charges
5049-MUBWG,Stayed,None,None
5052-PNLOS,Churned,Dissatisfaction,Poor expertise of online support
5054-IEXZT,Churned,Competitor,Competitor made better offer
5055-BRMNE,Stayed,None,None
5055-MGMGF,Stayed,None,None
5056-FIMPT,Stayed,None,None
5057-LCOUI,Churned,Attitude,Attitude of support person
5057-RKGLH,Stayed,None,None
5060-TQUQN,Stayed,None,None
5061-PBXFW,Stayed,None,None
5062-CJJKH,Stayed,None,None
5063-IUOKK,Stayed,None,None
5066-GFJMM,Joined,None,None
5067-DGXLL,Joined,None,None
5067-WJEUN,Stayed,None,None
5067-XJQFU,Stayed,None,None
5071-FBJFS,Stayed,None,None
5073-RZGBK,Stayed,None,None
5073-WXOYN,Churned,Competitor,Competitor offered more data
5074-FBGHB,Stayed,None,None
5075-JSDKI,Stayed,None,None
5076-YVXCM,Stayed,None,None
5077-DXTCG,Churned,Competitor,Competitor had better devices
5081-NWSUP,Stayed,None,None
5084-OOVCJ,Stayed,None,None
5087-SUURX,Churned,Dissatisfaction,Lack of self-service on Website
5088-QZLRL,Joined,None,None
5089-IFSDP,Churned,Dissatisfaction,Product dissatisfaction
5090-EMGTC,Stayed,None,None
5091-HFAZW,Joined,None,None
5092-STPKP,Stayed,None,None
5093-FEGLU,Stayed,None,None
5095-AESKG,Churned,Competitor,Competitor offered higher download speeds
5095-ETBRJ,Stayed,None,None
5099-BAILX,Churned,Competitor,Competitor made better offer
5103-MHMHY,Churned,Competitor,Competitor had better devices
5108-ADXWO,Churned,Competitor,Competitor made better offer
5110-CHOPY,Stayed,None,None
5115-GZDEL,Stayed,None,None
5115-SQAAU,Stayed,None,None
5117-IFGPS,Stayed,None,None
5117-ZSMHQ,Stayed,None,None
5118-MUEYH,Stayed,None,None
5119-KEPFY,Stayed,None,None
5119-NZPTV,Joined,None,None
5120-ZBLAI,Stayed,None,None
5122-CYFXA,Joined,None,None
5124-EOGYE,Stayed,None,None
5125-CNDSP,Stayed,None,None
5126-RCXYW,Stayed,None,None
5127-BZENZ,Stayed,None,None
5129-HHMZC,Stayed,None,None
5129-JLPIS,Stayed,None,None
5130-IEKQT,Churned,Price,Price too high
5130-YPIRV,Stayed,None,None
5131-PONJI,Stayed,None,None
5133-POWUA,Joined,None,None
5133-VRSAB,Stayed,None,None
5134-IKDAY,Churned,Dissatisfaction,Service dissatisfaction
5135-GRQJV,Stayed,None,None
5135-RDDQL,Stayed,None,None
5136-GFPMB,Stayed,None,None
5136-KCKGI,Churned,Competitor,Competitor had better devices
5136-RGMZO,Stayed,None,None
5138-WVKYJ,Churned,Competitor,Competitor made better offer
5140-FOMCQ,Stayed,None,None
5141-ZUVBH,Stayed,None,None
5143-EGQFK,Churned,Other,Don't know
5143-WMWOG,Churned,Attitude,Attitude of support person
5144-PQCDZ,Stayed,None,None
5144-TVGLP,Stayed,None,None
5146-CBVOE,Stayed,None,None
5146-YYFRZ,Stayed,None,None
5148-HKFIR,Stayed,None,None
5148-ORICT,Stayed,None,None
5149-CUZUJ,Stayed,None,None
5149-QYTTU,Stayed,None,None
5149-TGWDZ,Stayed,None,None
5150-ITWWB,Joined,None,None
5150-LJNSR,Stayed,None,None
5151-HQRDG,Stayed,None,None
5153-LXKDT,Stayed,None,None
5153-RTHKF,Stayed,None,None
5154-VEKBL,Churned,Competitor,Competitor offered higher download speeds
5155-AZQPB,Stayed,None,None
5156-UMKOW,Joined,None,None
5158-RIVOP,Stayed,None,None
5159-YFPKQ,Churned,Competitor,Competitor had better devices
5160-UXJED,Stayed,None,None
5161-UBZXI,Stayed,None,None
5161-XEUVX,Stayed,None,None
5167-GBFRE,Churned,Dissatisfaction,Poor expertise of online support
5167-ZFFMM,Churned,Competitor,Competitor made better offer
5168-MQQCA,Stayed,None,None
5168-MSWXT,Stayed,None,None
5170-PTRKA,Stayed,None,None
5171-EPLKN,Stayed,None,None
5172-MIGPM,Stayed,None,None
5172-RKOCB,Stayed,None,None
5173-WXOQV,Joined,None,None
5173-ZXXXL,Joined,None,None
5174-ITUMV,Stayed,None,None
5174-RNGBH,Churned,Dissatisfaction,Network reliability
5175-AOBHI,Churned,Dissatisfaction,Lack of self-service on Website
5175-WLYXL,Stayed,None,None
5176-LDKUH,Stayed,None,None
5176-LMJXE,Stayed,None,None
5176-OLSKT,Stayed,None,None
5177-RVZNU,Stayed,None,None
5178-LMXOP,Churned,Price,Price too high
5180-UCIIQ,Churned,Other,Moved
5181-OABFK,Stayed,None,None
5183-KLYEM,Stayed,None,None
5183-SNMJQ,Stayed,None,None
5186-EJEGL,Stayed,None,None
5186-PEIZU,Stayed,None,None
5186-SAMNZ,Churned,Price,Price too high
5188-HGMLP,Stayed,None,None
5192-EBGOV,Churned,Competitor,Competitor had better devices
5193-QLVZB,Stayed,None,None
5195-KPUNQ,Stayed,None,None
5196-SGOAK,Churned,Attitude,Attitude of support person
5196-WPYOW,Stayed,None,None
5197-LQXXH,Stayed,None,None
5197-PYEPU,Stayed,None,None
5197-YPYBZ,Stayed,None,None
5198-EFNBM,Stayed,None,None
5198-HQAEN,Stayed,None,None
5199-FPUSP,Stayed,None,None
5201-CBWYG,Stayed,None,None
5201-FRKKS,Stayed,None,None
5201-USSQZ,Stayed,None,None
5202-IVJNU,Churned,Dissatisfaction,Network reliability
5203-XEHAX,Stayed,None,None
5204-HMGYF,Stayed,None,None
5204-QZXPU,Churned,Competitor,Competitor had better devices
5206-HPJKM,Stayed,None,None
5206-XZZQI,Stayed,None,None
5207-PLSTK,Joined,None,None
5208-FVQKB,Stayed,None,None
5208-HFSBT,Churned,Competitor,Competitor had better devices
5213-TWWJU,Stayed,None,None
5214-CHIWJ,Stayed,None,None
5214-NLTIT,Stayed,None,None
5215-LNLDJ,Stayed,None,None
5216-WASFJ,Stayed,None,None
5219-YIPTK,Churned,Dissatisfaction,Service dissatisfaction
5220-AGAAX,Stayed,None,None
5222-IMUKT,Stayed,None,None
5222-JCXZT,Stayed,None,None
5223-UZAVK,Stayed,None,None
5226-NOZFC,Stayed,None,None
5227-JSCFE,Stayed,None,None
5228-EXCET,Churned,Competitor,Competitor made better offer
5229-DTFYB,Stayed,None,None
5229-PRWKT,Churned,Attitude,Attitude of service provider
5231-FIQPA,Stayed,None,None
5232-NXPAY,Stayed,None,None
5233-AOZUF,Stayed,None,None
5233-GEEAX,Churned,Competitor,Competitor had better devices
5236-PERKL,Churned,Competitor,Competitor offered higher download speeds
5236-XMZJY,Stayed,None,None
5240-CAOYT,Stayed,None,None
5240-IJOQT,Churned,Competitor,Competitor had better devices
5242-UOWHD,Stayed,None,None
5243-SAOTC,Stayed,None,None
5244-IRFIH,Churned,Dissatisfaction,Poor expertise of online support
5245-VDBUR,Stayed,None,None
5248-KWLAR,Stayed,None,None
5248-RPYWW,Stayed,None,None
5248-YGIJN,Stayed,None,None
5249-QYHEX,Stayed,None,None
5256-SKJGO,Stayed,None,None
5260-UMPWX,Stayed,None,None
5261-QSHQM,Churned,Competitor,Competitor made better offer
5266-PFRQK,Stayed,None,None
5268-DSMNQ,Stayed,None,None
5269-NRGDP,Stayed,None,None
5271-DBYSJ,Stayed,None,None
5271-YNWVR,Churned,Price,Extra data charges
5274-XHAKY,Stayed,None,None
5275-PMFUT,Stayed,None,None
5275-SQEIZ,Churned,Competitor,Competitor had better devices
5276-KQWHG,Churned,Price,Extra data charges
5277-ZLOOR,Churned,Dissatisfaction,Network reliability
5278-PNYOX,Stayed,None,None
5281-BUZGT,Churned,Competitor,Competitor made better offer
5285-MVEHD,Stayed,None,None
5286-YHCVC,Stayed,None,None
5287-QWLKY,Churned,Attitude,Attitude of support person
5288-AHOUP,Stayed,None,None
5293-WXJAK,Churned,Competitor,Competitor offered more data
5294-CDGWY,Churned,Other,Don't know
5294-DMSFH,Stayed,None,None
5294-IMHHT,Stayed,None,None
5295-PCJOO,Churned,Other,Don't know
5296-BFCYD,Stayed,None,None
5296-PSYVW,Stayed,None,None
5297-MDOIR,Stayed,None,None
5298-GSTLM,Stayed,None,None
5299-RULOA,Churned,Price,Price too high
5299-SJCZT,Churned,Dissatisfaction,Network reliability
5301-GAUUY,Churned,Competitor,Competitor had better devices
5302-BDJNT,Stayed,None,None
5304-EFJLP,Stayed,None,None
5306-BVTKJ,Stayed,None,None
5307-DZCVC,Churned,Price,Extra data charges
5307-UVGNB,Stayed,None,None
5309-TAIKL,Stayed,None,None
5310-NOOVA,Stayed,None,None
5311-IHLEI,Stayed,None,None
5312-IRCFR,Stayed,None,None
5312-TSZVC,Stayed,None,None
5312-UXESG,Stayed,None,None
5313-FPXWG,Stayed,None,None
5315-CKEQK,Stayed,None,None
5317-FLPJF,Stayed,None,None
5318-IXUZF,Churned,Other,Don't know
5318-YKDPV,Stayed,None,None
5320-BRKGK,Stayed,None,None
5321-NTRKC,Stayed,None,None
5322-TEUJK,Stayed,None,None
5322-ZSMZY,Stayed,None,None
5324-KTGCG,Stayed,None,None
5325-UWTWJ,Stayed,None,None
5327-CNLUQ,Stayed,None,None
5327-XOKKY,Stayed,None,None
5329-KRDTM,Stayed,None,None
5331-RGMTT,Stayed,None,None
5334-AFQJB,Stayed,None,None
5334-JLAXU,Stayed,None,None
5336-UFNZP,Stayed,None,None
5337-IIWKZ,Stayed,None,None
5338-YHWYT,Stayed,None,None
5339-PXDVH,Stayed,None,None
5339-TJFEK,Stayed,None,None
5343-SGUBI,Stayed,None,None
5345-BMKWB,Stayed,None,None
5346-BZCHP,Stayed,None,None
5348-CAGXB,Stayed,None,None
5349-AZPEW,Stayed,None,None
5349-IECLD,Churned,Competitor,Competitor had better devices
5351-QESIO,Joined,None,None
5353-WILCI,Stayed,None,None
5356-CSVSQ,Joined,None,None
5356-KZCKT,Stayed,None,None
5356-RHIPP,Churned,Competitor,Competitor made better offer
5357-TZHPP,Churned,Attitude,Attitude of support person
5360-LJCNJ,Stayed,None,None
5360-XGYAZ,Stayed,None,None
5364-EVNIB,Churned,Dissatisfaction,Service dissatisfaction
5364-XYIRR,Churned,Competitor,Competitor had better devices
5365-LLFYV,Joined,None,None
5366-IJEQJ,Churned,Other,Don't know
5366-OBVMR,Stayed,None,None
5370-IIVVL,Stayed,None,None
5371-VYLSX,Stayed,None,None
5372-FBKBN,Stayed,None,None
5373-SFODM,Churned,Dissatisfaction,Product dissatisfaction
5375-XLDOF,Stayed,None,None
5376-DEQCP,Churned,Competitor,Competitor made better offer
5376-PCKNB,Stayed,None,None
5377-NDTOU,Stayed,None,None
5378-IKEEG,Churned,Price,Price too high
5380-AFSSK,Churned,Other,Don't know
5380-WJKOV,Churned,Competitor,Competitor offered higher download speeds
5380-XPJNZ,Stayed,None,None
5382-SOYZL,Stayed,None,None
5382-TEMLV,Stayed,None,None
5383-MMTWC,Churned,Dissatisfaction,Limited range of services
5384-ZTTWP,Stayed,None,None
5385-SUIRI,Churned,Competitor,Competitor offered higher download speeds
5386-THSLQ,Stayed,None,None
5387-ASZNZ,Stayed,None,None
5389-FFVKB,Churned,Dissatisfaction,Service dissatisfaction
5392-AKEMH,Stayed,None,None
5393-HJZSM,Stayed,None,None
5393-RXQSZ,Churned,Attitude,Attitude of support person
5394-MEITZ,Stayed,None,None
5394-SVGJV,Churned,Competitor,Competitor made better offer
5396-IZEPB,Stayed,None,None
5397-NSKQG,Stayed,None,None
5397-TUPSH,Stayed,None,None
5399-ZIMKF,Stayed,None,None
5402-HTOTQ,Stayed,None,None
5404-GGUKR,Stayed,None,None
5405-ZMYXQ,Stayed,None,None
5406-KGRMX,Stayed,None,None
5414-OFQCB,Stayed,None,None
5419-CONWX,Churned,Competitor,Competitor had better devices
5419-JKZNQ,Stayed,None,None
5419-JPRRN,Churned,Price,Extra data charges
5419-KLXBN,Churned,Competitor,Competitor made better offer
5423-BHIXO,Stayed,None,None
5424-RLQLC,Stayed,None,None
5429-LWCMV,Stayed,None,None
5433-KYGHE,Stayed,None,None
5438-QMDDL,Stayed,None,None
5439-WIKXB,Stayed,None,None
5440-FLBQG,Churned,Attitude,Attitude of service provider
5440-VHLUL,Stayed,None,None
5442-BHQNG,Joined,None,None
5442-BXVND,Stayed,None,None
5442-PPTJY,Stayed,None,None
5442-UTCVD,Churned,Attitude,Attitude of service provider
5442-XSDCW,Churned,Competitor,Competitor made better offer
5443-SCMKX,Stayed,None,None
5445-GLVOT,Stayed,None,None
5445-PZWGX,Churned,Price,Price too high
5445-UTODQ,Churned,Competitor,Competitor made better offer
5446-DKWYW,Stayed,None,None
5447-VYTKW,Stayed,None,None
5447-WZAFP,Stayed,None,None
5448-VWNAM,Stayed,None,None
5449-FIBXJ,Churned,Price,Lack of affordable download/upload speed
5451-MHQOF,Stayed,None,None
5451-YHYPW,Stayed,None,None
5453-AXEPF,Stayed,None,None
5453-YBTWV,Stayed,None,None
5456-ITGIC,Stayed,None,None
5457-COLHT,Stayed,None,None
5458-CQJTA,Churned,Dissatisfaction,Product dissatisfaction
5461-QKNTN,Stayed,None,None
5465-BUBFA,Stayed,None,None
5468-BPMMO,Stayed,None,None
5469-CTCWN,Churned,Competitor,Competitor offered higher download speeds
5469-NUJUR,Stayed,None,None
5472-CVMDX,Stayed,None,None
5473-KHBPS,Stayed,None,None
5474-LAMUQ,Stayed,None,None
5478-JJVZK,Stayed,None,None
5480-HPRRX,Churned,Attitude,Attitude of support person
5480-TBGPH,Churned,Competitor,Competitor offered more data
5480-XTFFL,Stayed,None,None
5481-NTDOH,Stayed,None,None
5482-NUPNA,Churned,Competitor,Competitor had better devices
5482-PLVPE,Churned,Competitor,Competitor had better devices
5482-VXSXJ,Stayed,None,None
5485-ITNPC,Stayed,None,None
5485-WUYWF,Churned,Price,Long distance charges
5493-SDRDQ,Churned,Competitor,Competitor made better offer
5494-HECPR,Churned,Other,Moved
5494-WOZRZ,Stayed,None,None
5495-GPSRW,Stayed,None,None
5498-IBWPI,Stayed,None,None
5498-TXHLF,Churned,Price,Extra data charges
5499-ECUTN,Stayed,None,None
5501-TVMGM,Joined,None,None
5502-RLUYV,Churned,Competitor,Competitor made better offer
5504-WSIUR,Stayed,None,None
5505-OVWQW,Stayed,None,None
5510-BOIUJ,Churned,Attitude,Attitude of service provider
5512-IDZEI,Stayed,None,None
5514-YQENT,Stayed,None,None
5515-AKOAJ,Churned,Dissatisfaction,Service dissatisfaction
5515-IDEJJ,Churned,Competitor,Competitor made better offer
5515-RUGKN,Stayed,None,None
5519-NPHVG,Churned,Price,Price too high
5519-TEEUH,Stayed,None,None
5519-YLDGW,Churned,Dissatisfaction,Limited range of services
5520-FVEWJ,Churned,Competitor,Competitor had better devices
5522-JBWMO,Joined,None,None
5522-NYKPB,Stayed,None,None
5524-KHNJP,Stayed,None,None
5527-ACHSO,Stayed,None,None
5529-GIBVH,Stayed,None,None
5533-NHFRF,Stayed,None,None
5533-RJFTJ,Stayed,None,None
5536-RTPWK,Churned,Competitor,Competitor offered higher download speeds
5536-SLHPM,Churned,Competitor,Competitor made better offer
5537-UXXVS,Stayed,None,None
