Customer ID,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data
5364-XYIRR,None,Yes,21.08,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes
5365-LLFYV,Offer E,Yes,5.47,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes
5366-IJEQJ,Offer D,Yes,5.54,Yes,Yes,Fiber Optic,59,No,No,Yes,No,Yes,No,No,Yes
5366-OBVMR,Offer D,Yes,35.96,No,Yes,DSL,17,No,No,No,Yes,No,No,No,Yes
5370-IIVVL,Offer C,Yes,38.72,Yes,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes
5371-VYLSX,None,Yes,47.99,Yes,Yes,Fiber Optic,22,Yes,Yes,No,No,No,No,No,Yes
5372-FBKBN,Offer D,Yes,8.68,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5373-SFODM,None,Yes,24.54,Yes,Yes,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes
5375-XLDOF,Offer A,Yes,37.97,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
5376-DEQCP,None,Yes,27.12,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes
5376-PCKNB,Offer A,Yes,17.49,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,No
5377-NDTOU,Offer A,Yes,9.5,Yes,Yes,Cable,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5378-IKEEG,Offer E,No,0,No Info,Yes,Cable,2,No,No,No,No,Yes,No,No,Yes
5380-AFSSK,None,Yes,46.45,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes
5380-WJKOV,Offer C,Yes,21.69,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5380-XPJNZ,None,Yes,40.64,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5382-SOYZL,None,Yes,11.15,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,Yes
5382-TEMLV,None,Yes,19.39,No,Yes,DSL,16,Yes,No,No,No,No,No,No,Yes
5383-MMTWC,None,Yes,46.05,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,No,Yes
5384-ZTTWP,Offer D,Yes,17.43,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5385-SUIRI,None,Yes,37.6,Yes,Yes,Fiber Optic,23,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5386-THSLQ,Offer A,No,0,No Info,Yes,Cable,9,No,Yes,Yes,No,Yes,No,No,Yes
5387-ASZNZ,Offer A,Yes,36.48,Yes,Yes,DSL,5,Yes,Yes,No,Yes,No,No,No,Yes
5389-FFVKB,None,Yes,2.08,No,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,Yes
5392-AKEMH,None,Yes,31.22,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes
5393-HJZSM,Offer C,Yes,32.43,No,Yes,Cable,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
5393-RXQSZ,None,Yes,19.32,No,Yes,Fiber Optic,22,No,No,No,No,No,Yes,Yes,Yes
5394-MEITZ,None,Yes,14,No,Yes,Cable,42,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5394-SVGJV,None,Yes,30.72,Yes,Yes,Fiber Optic,42,No,No,No,Yes,Yes,Yes,Yes,Yes
5396-IZEPB,Offer E,Yes,24.89,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5397-NSKQG,Offer A,No,0,No Info,Yes,DSL,17,Yes,No,No,No,Yes,Yes,Yes,Yes
5397-TUPSH,None,Yes,28.68,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes
5399-ZIMKF,None,Yes,32.81,No,Yes,Fiber Optic,16,No,Yes,No,No,No,No,No,Yes
5402-HTOTQ,None,Yes,5.79,Yes,Yes,DSL,4,No,Yes,No,No,No,No,No,Yes
5404-GGUKR,Offer E,Yes,17.16,No,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes
5405-ZMYXQ,Offer E,Yes,1.28,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes
5406-KGRMX,None,Yes,2.66,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5414-OFQCB,None,Yes,30.77,Yes,Yes,Fiber Optic,10,No,No,No,Yes,Yes,No,No,No
5419-CONWX,None,Yes,12.68,No,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5419-JKZNQ,None,Yes,2.86,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes
5419-JPRRN,None,Yes,10.38,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,Yes
5419-KLXBN,None,Yes,24.64,No,Yes,Fiber Optic,5,No,Yes,Yes,No,Yes,No,No,Yes
5423-BHIXO,None,Yes,32.02,Yes,Yes,DSL,3,No,Yes,No,No,No,No,No,Yes
5424-RLQLC,Offer D,Yes,1.48,No,Yes,DSL,25,No,Yes,No,No,Yes,No,No,No
5429-LWCMV,Offer D,Yes,34.73,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,Yes,No
5433-KYGHE,Offer D,Yes,47.72,Yes,Yes,Fiber Optic,22,Yes,No,No,Yes,No,No,No,Yes
5438-QMDDL,None,Yes,8.3,No,Yes,DSL,48,No,Yes,No,No,No,Yes,Yes,Yes
5439-WIKXB,Offer B,Yes,46.46,No,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Yes,Yes,No
5440-FLBQG,Offer A,Yes,48.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes
5440-VHLUL,Offer A,Yes,44.57,Yes,Yes,Fiber Optic,28,No,Yes,No,Yes,Yes,Yes,Yes,Yes
5442-BHQNG,None,Yes,44.77,No,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes
5442-BXVND,None,Yes,9.97,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5442-PPTJY,Offer D,Yes,4.71,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5442-UTCVD,None,Yes,43.72,Yes,Yes,Fiber Optic,21,No,No,Yes,No,No,Yes,Yes,Yes
5442-XSDCW,Offer D,Yes,13.33,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No
5443-SCMKX,None,Yes,21.38,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,No,Yes,Yes,No
5445-GLVOT,Offer D,Yes,31.53,No,Yes,Cable,11,Yes,No,No,No,No,No,No,Yes
5445-PZWGX,Offer B,Yes,8.08,Yes,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,Yes,Yes,No
5445-UTODQ,None,Yes,11.58,No,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes
5446-DKWYW,Offer B,Yes,39.31,Yes,Yes,DSL,10,No,No,Yes,No,Yes,No,No,Yes
5447-VYTKW,None,Yes,15.09,No,Yes,Cable,28,Yes,No,No,Yes,No,No,No,Yes
5447-WZAFP,Offer B,Yes,8.33,No,Yes,Fiber Optic,73,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5448-VWNAM,Offer D,Yes,8.02,Yes,Yes,DSL,57,Yes,Yes,No,Yes,Yes,No,No,Yes
5449-FIBXJ,Offer D,Yes,28.04,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,Yes,Yes
5451-MHQOF,None,Yes,32.93,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5451-YHYPW,Offer A,Yes,44.89,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,No,No
5453-AXEPF,Offer D,Yes,46.71,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes
5453-YBTWV,None,Yes,49.67,No,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,No,No,Yes
5456-ITGIC,None,No,0,No Info,Yes,DSL,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5457-COLHT,None,Yes,40.36,No,Yes,Cable,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
5458-CQJTA,Offer B,Yes,40.47,No,Yes,DSL,30,Yes,No,No,Yes,Yes,Yes,Yes,Yes
5461-QKNTN,None,Yes,4.59,Yes,Yes,Fiber Optic,5,No,Yes,No,Yes,Yes,No,No,Yes
5465-BUBFA,Offer B,Yes,21.28,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5468-BPMMO,None,Yes,16.07,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5469-CTCWN,None,Yes,46.95,Yes,Yes,Cable,21,Yes,Yes,No,No,Yes,Yes,Yes,Yes
5469-NUJUR,None,Yes,19.1,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5472-CVMDX,None,No,0,No Info,Yes,DSL,58,Yes,No,Yes,Yes,No,No,No,Yes
5473-KHBPS,Offer B,Yes,8.16,Yes,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,No,No,Yes
5474-LAMUQ,Offer C,Yes,35.8,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5478-JJVZK,None,Yes,15.69,Yes,Yes,DSL,24,Yes,Yes,No,No,No,No,No,Yes
5480-HPRRX,None,No,0,No Info,Yes,DSL,30,No,No,No,No,No,No,No,Yes
5480-TBGPH,None,Yes,44.96,No,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5480-XTFFL,Offer C,Yes,9.8,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5481-NTDOH,None,Yes,38.47,Yes,Yes,Fiber Optic,20,Yes,No,Yes,No,Yes,Yes,No,Yes
5482-NUPNA,None,Yes,18.03,No,Yes,Cable,59,Yes,Yes,No,Yes,No,No,No,Yes
5482-PLVPE,None,No,0,No Info,Yes,DSL,11,No,No,No,No,No,No,No,Yes
5482-VXSXJ,None,Yes,46.5,No,Yes,Fiber Optic,17,No,Yes,No,No,Yes,Yes,Yes,Yes
5485-ITNPC,None,Yes,7.61,No,Yes,DSL,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5485-WUYWF,None,Yes,5.57,No,Yes,Cable,24,Yes,No,Yes,No,Yes,No,No,Yes
5493-SDRDQ,Offer E,Yes,5.33,No,Yes,Cable,52,Yes,No,Yes,No,No,No,No,Yes
5494-HECPR,Offer E,Yes,32.92,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes
5494-WOZRZ,None,Yes,38.22,No,Yes,DSL,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5495-GPSRW,None,Yes,27.11,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5498-IBWPI,Offer A,Yes,48.11,No,Yes,Cable,27,No,No,No,Yes,No,No,No,Yes
5498-TXHLF,None,Yes,40.78,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes
5499-ECUTN,None,Yes,6.56,No,Yes,DSL,11,Yes,No,Yes,No,Yes,No,No,No
5501-TVMGM,None,Yes,39.19,No,Yes,DSL,69,No,No,No,No,No,Yes,Yes,No
5502-RLUYV,None,Yes,37.2,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5504-WSIUR,None,Yes,13.4,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,No,No,No,No
5505-OVWQW,None,Yes,4.38,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5510-BOIUJ,None,Yes,12.81,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5512-IDZEI,None,Yes,18.45,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5514-YQENT,None,Yes,30.58,No,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5515-AKOAJ,None,Yes,41.83,Yes,Yes,Fiber Optic,9,No,No,No,Yes,Yes,Yes,Yes,Yes
5515-IDEJJ,Offer E,Yes,45.77,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5515-RUGKN,None,Yes,30.53,No,Yes,DSL,26,No,No,No,No,No,Yes,Yes,Yes
5519-NPHVG,None,Yes,12.75,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,No
5519-TEEUH,Offer C,Yes,21.16,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5519-YLDGW,Offer D,Yes,1.21,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5520-FVEWJ,None,Yes,40.63,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,No,No,Yes,Yes
5522-JBWMO,None,Yes,15.66,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes
5522-NYKPB,Offer C,Yes,11.79,No,Yes,Fiber Optic,59,No,No,No,Yes,Yes,No,No,Yes
5524-KHNJP,Offer C,Yes,48.85,No,Yes,Cable,30,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5527-ACHSO,None,Yes,47.61,No,Yes,DSL,12,No,No,No,Yes,Yes,Yes,Yes,Yes
5529-GIBVH,None,Yes,3.49,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5533-NHFRF,None,No,0,No Info,Yes,DSL,26,No,Yes,No,Yes,No,Yes,No,Yes
5533-RJFTJ,Offer B,No,0,No Info,Yes,Cable,58,No,No,Yes,No,No,No,No,Yes
5536-RTPWK,Offer B,Yes,20.48,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,Yes,Yes
5536-SLHPM,None,Yes,19.41,Yes,Yes,Fiber Optic,4,No,No,Yes,No,No,No,No,Yes
5537-UXXVS,Offer D,Yes,48.03,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5539-HIVAK,None,Yes,25.57,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5539-TMZLF,None,Yes,33.84,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes
5542-DHSXL,None,Yes,6.77,No,Yes,Cable,3,Yes,Yes,No,No,No,No,No,Yes
5542-NKVRU,Offer B,Yes,18.31,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5542-TBBWB,None,Yes,9.36,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,No
5543-QDCRY,None,Yes,20.76,No,Yes,DSL,30,No,No,No,No,Yes,No,No,Yes
5546-BYZSM,Offer B,Yes,15.48,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5546-QUERU,None,Yes,16.35,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5549-ZGHFB,None,Yes,22.3,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5550-VFRLC,None,Yes,43.45,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,No
5552-ZNFSJ,None,Yes,34.37,No,Yes,DSL,28,No,No,No,No,No,No,No,Yes
5553-AOINX,None,Yes,39.38,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5555-RNPGT,Offer D,Yes,34.47,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5561-NWEVX,Offer E,Yes,17.73,Yes,Yes,Fiber Optic,18,No,No,Yes,No,No,No,No,Yes
5562-BETPV,Offer E,Yes,23.41,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5562-YJQGT,None,Yes,2.46,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5564-NEMQO,Offer E,Yes,35.09,No,Yes,Fiber Optic,17,No,No,Yes,No,No,No,No,No
5565-FILXA,None,Yes,38.75,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes
5566-SOEZD,None,Yes,15.71,No,Yes,Fiber Optic,53,Yes,Yes,No,No,No,No,No,Yes
5567-GZKQY,Offer B,Yes,29.25,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5567-WSELE,Offer E,Yes,32.31,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes
5568-DMXZS,Offer E,Yes,37.37,No,Yes,Cable,16,No,Yes,No,Yes,Yes,No,No,Yes
5569-IDSEY,Offer A,Yes,29.11,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5569-KGJHX,Offer E,Yes,14.21,Yes,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,No
5569-OUICF,Offer C,Yes,16.43,Yes,Yes,Fiber Optic,20,No,No,No,Yes,Yes,Yes,No,Yes
5570-PTWEH,None,Yes,15.02,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes
5572-ZDXHY,None,Yes,29.07,No,Yes,Fiber Optic,52,No,Yes,No,No,No,Yes,Yes,Yes
5574-NXZIU,None,Yes,13.14,No,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5575-GNVDE,None,Yes,17.09,No,Yes,DSL,16,Yes,No,Yes,No,No,No,No,Yes
5575-TPIZQ,Offer B,Yes,37.75,Yes,Yes,Fiber Optic,73,Yes,No,No,No,Yes,No,No,Yes
5577-OTWWW,Offer D,Yes,39.84,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5578-NKCXI,None,Yes,39.05,No,Yes,Fiber Optic,76,Yes,Yes,No,No,Yes,Yes,Yes,Yes
5583-EJXRD,None,No,0,No Info,Yes,Cable,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
5583-SXDAG,Offer E,Yes,19.15,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,No
5590-BYNII,None,Yes,35.93,Yes,Yes,Fiber Optic,17,Yes,No,No,No,Yes,Yes,Yes,Yes
5590-YRFJT,None,No,0,No Info,Yes,DSL,10,No,No,No,No,No,No,No,Yes
5590-ZSKRV,Offer E,Yes,38.78,No,Yes,DSL,18,Yes,Yes,No,No,No,No,No,Yes
5593-SUAOO,None,Yes,41.45,Yes,Yes,Fiber Optic,53,No,Yes,Yes,No,No,No,No,Yes
5597-GLBUC,Offer E,Yes,22.97,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,No,No,Yes
5598-IKHQQ,Offer A,Yes,6.75,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5599-HVLTW,None,Yes,7.34,Yes,Yes,Fiber Optic,3,No,No,Yes,No,No,No,No,Yes
5600-KTXFM,Offer E,Yes,29.1,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes
5600-PDUJF,None,Yes,26.76,No,Yes,DSL,22,No,No,No,Yes,No,No,No,Yes
5602-BVFMK,None,Yes,41.78,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5605-IYGFG,None,Yes,27.46,No,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes
5605-XNWEN,None,Yes,28.99,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5606-AMZBO,None,Yes,38.03,Yes,Yes,Fiber Optic,42,Yes,No,No,No,No,No,No,Yes
5609-CEBID,None,Yes,48.73,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,No,Yes,No,No
5609-IMCGG,Offer D,Yes,6.22,Yes,Yes,Fiber Optic,4,Yes,No,Yes,No,No,No,No,Yes
5614-DNZCE,None,Yes,29.47,No,Yes,DSL,16,Yes,Yes,Yes,Yes,No,No,No,Yes
5616-PRTNT,None,Yes,22.78,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5619-PTMIK,Offer B,Yes,44.74,Yes,Yes,DSL,82,Yes,No,No,No,No,No,Yes,Yes
5619-XZZKR,None,Yes,6.86,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5622-UEJFI,None,Yes,32.75,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5624-BQSSA,None,Yes,40.48,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5624-RYAMH,None,Yes,46.94,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5626-MGTUK,None,Yes,24.73,Yes,Yes,Fiber Optic,25,Yes,No,No,No,Yes,No,No,No
5627-TVBPP,None,Yes,25.52,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5628-FCGYG,None,Yes,49.05,Yes,Yes,Fiber Optic,9,No,No,No,No,No,Yes,Yes,Yes
5628-RKIFK,None,Yes,24.84,Yes,Yes,Fiber Optic,14,Yes,No,No,No,Yes,Yes,Yes,Yes
5630-AHZIL,Offer E,Yes,39.55,No,Yes,DSL,56,Yes,No,No,Yes,No,Yes,Yes,No
5630-IXDXV,Offer B,Yes,14.54,Yes,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5639-NTUPK,Offer D,Yes,19.17,No,Yes,Cable,59,Yes,No,No,No,No,No,Yes,Yes
5640-CAXOA,None,No,0,No Info,Yes,Cable,42,No,No,No,Yes,No,Yes,Yes,Yes
5641-DMBFJ,None,Yes,31.27,Yes,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5642-MHDQT,Offer B,Yes,11.35,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5644-PDMZC,None,Yes,47.47,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,Yes,Yes,Yes
5647-FXOTP,Offer B,Yes,36.71,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,No
5647-URDKA,None,Yes,11.57,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5649-ANRML,Offer E,Yes,12.96,No,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,Yes,No,Yes
5649-RXQTV,Offer B,Yes,42.33,No,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5649-TJHOV,Offer C,No,0,No Info,Yes,DSL,25,No,No,No,No,No,Yes,No,No
5649-VUKMC,None,Yes,34.81,No,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,Yes,Yes
5650-VDUDS,Offer E,No,0,No Info,Yes,Cable,16,No,No,No,No,No,No,No,Yes
5650-YLIBA,None,Yes,42.05,Yes,Yes,Fiber Optic,12,No,Yes,No,No,No,No,No,Yes
5651-CPDND,Offer D,Yes,13.51,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes
5651-CRHKQ,None,Yes,13.23,No,Yes,Fiber Optic,16,No,Yes,Yes,Yes,No,No,No,Yes
5651-WYIPH,None,Yes,41.13,No,Yes,Cable,23,No,Yes,No,No,No,No,No,Yes
5651-YLPRD,None,Yes,26.66,No,Yes,Fiber Optic,57,No,Yes,No,No,Yes,No,No,No
5652-MSDEY,None,Yes,39.85,Yes,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes
5655-JSMZM,Offer B,Yes,32.36,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,No,Yes
5656-JAMLX,None,Yes,14.17,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5656-MJEFC,Offer B,No,0,No Info,Yes,Cable,8,Yes,No,Yes,Yes,Yes,No,No,Yes
5663-QBGIS,None,Yes,44.61,Yes,Yes,Fiber Optic,30,No,Yes,No,No,Yes,Yes,Yes,Yes
5666-CYCYZ,None,Yes,18.07,Yes,Yes,Fiber Optic,52,No,No,No,Yes,No,Yes,Yes,Yes
5666-MBJPT,Offer B,Yes,20.43,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5668-MEISB,None,Yes,6.41,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,No,No,Yes
5669-SRAIP,Offer E,No,0,No Info,Yes,DSL,2,No,No,Yes,No,No,Yes,Yes,Yes
5671-RQRLP,Offer A,Yes,16.87,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes
5671-UUNXD,None,Yes,36.58,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,Yes,Yes,Yes
5673-FSSMF,Offer E,Yes,33.48,Yes,Yes,Cable,59,No,No,No,No,No,Yes,Yes,No
5673-TIYIB,Offer E,No,0,No Info,Yes,DSL,8,No,Yes,Yes,Yes,No,No,No,Yes
5676-CFLYY,Offer A,Yes,16.24,No,Yes,Cable,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes
5678-VFNEQ,Offer A,Yes,4.39,Yes,Yes,Fiber Optic,82,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5680-LQOGP,Offer A,Yes,14.86,No,Yes,Cable,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
5681-LLOEI,None,Yes,42.22,Yes,Yes,Fiber Optic,25,Yes,No,Yes,Yes,No,No,No,Yes
5684-FJVYR,Offer A,Yes,9.6,Yes,Yes,Fiber Optic,25,Yes,Yes,No,Yes,No,No,No,Yes
5685-IIXLY,None,Yes,7,No,Yes,Fiber Optic,23,No,Yes,No,No,No,Yes,Yes,Yes
5686-CMAWK,None,Yes,49.71,Yes,Yes,Fiber Optic,4,No,No,Yes,Yes,No,No,No,Yes
5687-DKDTV,None,Yes,37.66,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5688-KZTSN,None,Yes,31.14,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5692-FPTAH,None,Yes,38.31,No,Yes,Cable,26,No,No,No,No,No,No,No,Yes
5692-ICXLW,None,Yes,46.71,Yes,Yes,Fiber Optic,24,No,Yes,No,No,Yes,No,No,No
5693-PIPCS,Offer B,Yes,21.64,No,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes
5696-CEIQJ,Offer A,Yes,13.26,No,Yes,Fiber Optic,76,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5696-EXCYS,Offer D,Yes,39.34,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5696-JVVQY,Offer B,Yes,4.45,No,Yes,DSL,57,Yes,Yes,Yes,No,No,Yes,Yes,No
5696-QURRL,None,Yes,13.84,No,Yes,DSL,26,No,No,No,No,No,No,No,No
5697-GOMBF,None,No,0,No Info,Yes,DSL,58,No,No,No,No,Yes,No,No,No
5698-BQJOH,None,Yes,27.21,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,Yes,Yes
5699-BNCAS,Offer A,Yes,4.75,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5701-GUXDC,None,No,0,No Info,Yes,DSL,51,Yes,No,Yes,No,No,No,No,Yes
